dev,name,batch_size,_compile.compile_inner,compile_attempt_0,bytecode_tracing,get_fake_value,create_proxy,wrap_to_fake_tensor_and_record,variable_builder_call,compile_attempt_1,build_guards,gc,insert_deferred_runtime_asserts,OutputGraph.call_user_compiler,inductor_import,inductor_codecache_torch_key,_recursive_pre_grad_passes,pass.pre_grad_passes.group_batch_fusion_passes,pass.pre_grad_passes.efficient_conv_bn_eval_pass,pass.pre_grad_passes.apply_gumbel_max_trick_pass,create_aot_dispatcher_function,aot_collect_metadata,compile_fx.<locals>.fw_compiler_base,_recursive_joint_graph_passes,pass.joint_graph_passes.remove_noop_ops,pass.joint_graph_passes.constant_fold_uniform_value,pass.joint_graph_passes.pass_pattern_0,pass.joint_graph_passes.pass_pattern_1,compile_fx_inner,fx_codegen_and_compile,additional_fake_tensor_prop,_recursive_post_grad_passes,pass.post_grad_passes.reorder_for_locality,pass.post_grad_passes.remove_profiler_ops,pass.post_grad_passes.post_grad_custom_pre_pass,pass.post_grad_passes.remove_noop_ops,pass.post_grad_passes.remove_assert_ops,pass.post_grad_passes.pass_pattern_0,pass.post_grad_passes.pass_pattern_1,pass.post_grad_passes.pass_pattern_2,pass.post_grad_passes.stable_sort,pass.post_grad_passes.move_constructors_to_cuda,pass.post_grad_passes.reinplace_inplaceable_ops,pass.post_grad_passes.decompose_triton_kernel_wrapper_functional,pass.post_grad_passes.decompose_auto_functionalized,pass.post_grad_passes.decompose_scan_to_while_loop,pass.post_grad_passes.decompose_map_to_while_loop,GraphLowering.run,GraphLowering.compile_to_fn,GraphLowering.compile_to_module,GraphLowering.codegen,Scheduler.__init__,Scheduler.fused_nodes,Scheduler.codegen,PythonWrapperCodegen.generate,PyCodeCache.load_by_key_path,async_compile.precompile,async_compile.wait,TritonBundler.collect,cudagraphify.get_container,CachingAutotuner.benchmark_all_configs,AOTAutogradCache.inductor_load,TritonBundler.read_and_emit,TritonBundler.load_cached_static_autotuners,StaticAutotunerFuture.warm_precompile,compile_attempt_2,CUDAGraphNode.record
cuda,DebertaV2ForMaskedLM,2,4.025614,3.804191,2.415704,1.186722,0.163111,0.150453,0.453234,0.055614,1.267448,0.118506,0.116994,0.014094,0.000029,0.002078,0.000022,0.085386,0.000775,0.000296,0.076666,0.044071,0.027183,0.000432,0.199956,0.000326,0.005783,0.064690,0.010508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cuda,DistilBertForMaskedLM,128,1.538332,1.463161,0.685477,0.302115,0.027431,0.062727,0.172157,0.010684,0.744966,0.121395,0.119816,0.005386,0.000028,0.000408,0.000020,0.051665,0.000730,0.000284,0.046378,0.035374,0.022835,0.000353,0.070114,0.000711,0.006146,0.026633,0.003327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cuda,DistillGPT2,16,3.902109,2.205889,2.973692,1.057507,0.153052,0.116317,0.402701,1.548466,0.124862,0.003140,0.019064,0.719312,0.118733,0.117028,0.007221,0.000054,0.000675,0.000038,0.052763,0.000971,0.000389,0.045859,0.035223,0.021927,0.000475,0.004585,0.022019,0.043664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cuda,ElectraForCausalLM,32,2.453835,2.313066,1.359952,0.651521,0.068199,0.090365,0.281005,0.021476,0.896122,0.116847,0.115439,0.006622,0.000027,0.000843,0.000021,0.049964,0.000821,0.000340,0.017945,0.002895,0.000468,0.131544,0.000101,0.005306,0.005073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cuda,GPT2ForSequenceClassification,4,10.604356,10.368347,3.020180,1.411014,0.192858,0.118203,0.406508,0.065930,7.224780,0.117149,0.115626,0.013507,0.000054,0.002132,0.000042,6.186249,0.859488,4.026907,0.631263,0.009635,0.019972,0.185013,0.002232,3.394821,3.386451,0.367910,0.448381,0.002188,0.000182,0.000031,0.001739,0.000018,0.000010,0.031694,0.148465,0.001462,0.002253,0.035725,0.000078,0.001363,0.000036,0.000028,0.592685,1.644405,1.644360,1.433251,0.481171,0.219752,0.943480,0.042542,0.224155,0.196631,0.003582,0.003055,0.217198,0.000373,0.009022,0.126504,0.020214,0.000617,0.000239,0.004620,0.004274,0,0
cuda,GoogleFnet,16,6.672248,6.574748,0.747663,0.296852,0.033836,0.062221,0.194752,0.011311,5.791053,0.117021,0.115436,0.007282,0.000028,0.000510,0.000020,5.118812,0.350255,3.644741,0.235609,0.005557,0.016787,0.066832,0.001995,3.408462,3.402757,0.251488,0.344389,0.001587,0.000128,0.000033,0.002054,0.000019,0.000009,0.033213,0.110064,0.000969,0.001545,0.023812,0.000081,0.000963,0.000036,0.000028,0.498026,2.037038,2.036978,1.874706,0.806280,0.153364,1.060476,0.049948,0.161272,0.149293,0.004484,0.091362,0.000174,0.005630,0.252024,0.015296,0,0,0,0,0,0,0
cuda,LayoutLMForMaskedLM,16,12.036176,11.892580,1.414136,0.690175,0.077004,0.095585,0.288909,0.023712,10.419096,0.118020,0.116417,0.007801,0.000033,0.000880,0.000022,9.588498,0.889039,6.023020,0.627433,0.016586,0.025682,0.355630,0.065923,5.394511,5.384106,0.604490,0.982854,0.003354,0.000248,0.000033,0.004506,0.000020,0.000010,0.037242,0.298823,0.002126,0.003034,0.068896,0.000089,0.001949,0.000039,0.000028,0.797214,2.546381,2.546331,2.394996,0.980911,0.165061,1.401862,0.060995,0.149971,0.125341,0.004773,0.135578,0.000130,0.005163,0.227128,0.009267,0,0,0,0,0,0,0
cuda,M2M100ForConditionalGeneration,16,17.825643,17.600573,2.467367,0.934797,0.159226,0.384902,0.710812,0.052532,15.016777,0.116683,0.115343,0.012461,0.000028,0.001959,0.000021,13.685318,1.199850,8.595899,0.822562,0.026815,0.043328,0.556331,0.004444,7.771388,7.750180,0.852527,0.980441,0.007310,0.000404,0.000039,0.004748,0.000020,0.000010,0.044498,0.357477,0.004485,0.006474,0.086528,0.000108,0.003987,0.000041,0.000025,1.443072,3.499916,3.499861,3.429279,1.648530,0.448045,1.756372,0.124858,0.068859,0.035148,0.002466,0.210652,0.000473,0.005099,0.099368,0.013632,0,0,0,0,0,0,0
cuda,MBartForCausalLM,4,8.639558,8.530873,1.053439,0.456607,0.062654,0.091508,0.247712,0.022326,7.425049,0.119210,0.117812,0.006698,0.000028,0.000765,0.000024,6.610677,0.598331,4.323621,0.710773,0.013280,0.282309,0.255783,0.002173,3.611894,3.601422,0.426157,0.473866,0.003124,0.000197,0.000038,0.003779,0.000026,0.000010,0.034383,0.158158,0.001943,0.002912,0.039634,0.000098,0.001830,0.000038,0.000027,0.649916,1.633294,1.633243,1.358623,0.433248,0.177315,0.914757,0.053267,0.273465,0.257737,0.004837,0.002336,0.102803,0.000118,0.004821,0.084390,0.005195,0,0,0,0,0,0
cuda,MT5ForConditionalGeneration,16,19.975671,19.779746,2.615042,1.271275,0.137181,0.291517,0.530304,0.042243,17.076305,0.115121,0.113667,0.013296,0.000029,0.001912,0.000021,16.251940,1.836684,9.461670,1.523506,0.036992,0.044958,1.245327,0.001607,7.936467,7.919424,0.921843,0.403480,0.006816,0.000408,0.000037,0.011037,0.000025,0.000011,0.227862,0.004376,0.003153,0.004434,0.062645,0.000098,0.003044,0.000043,0.000027,1.852792,4.224361,4.224305,3.363201,1.069460,0.533289,2.279727,0.107461,0.859540,0.835775,0.005687,0.006943,0.178342,0.000339,0.005440,0.249796,0.008695,0,0,0,0,0,0
cuda,MegatronBertForCausalLM,4,17.313523,17.092299,2.653553,1.074901,0.131786,0.148584,0.488462,0.040179,14.338631,0.119008,0.117458,0.010410,0.000030,0.001556,0.000022,13.183027,1.461946,7.287793,1.006864,0.029900,0.045807,0.737249,0.003701,6.278354,6.259747,0.654357,0.858660,0.004943,0.000353,0.000038,0.003336,0.000020,0.000010,0.041658,0.307320,0.003055,0.004313,0.072607,0.000091,0.002734,0.000040,0.000027,1.092679,2.864948,2.864897,2.737390,1.326867,0.347124,1.392958,0.088312,0.126070,0.098838,0.002132,0.208528,0.000454,0.004747,0.062616,0.011117,0,0,0,0,0,0,0
cuda,AlbertForMaskedLM,4,1.678536,1.624985,0.954688,0.491100,0.040720,0.039193,0.104874,0.015063,0.641593,0.121034,0.119418,0.007240,0.000036,0.000672,0.000022,0.059289,0.000905,0.000338,0.051449,0.039700,0.024865,0.000394,0.048372,0.000765,0.004854,0.089058,0.005296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cuda,AlbertForMaskedLM,4,1.633834,1.582839,0.963347,0.495356,0.041786,0.039405,0.105547,0.014938,0.590902,0.113024,0.111539,0.007760,0.000035,0.000647,0.000020,0.059691,0.000955,0.000339,0.051683,0.040056,0.025161,0.000442,0.045864,0.000672,0.005126,0.088717,0.005006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cuda,MobileBertForMaskedLM,128,7.658294,7.215048,4.191405,1.676904,0.229569,0.361126,1.313360,0.080376,2.772228,0.115641,0.114283,0.019104,0.000032,0.003152,0.000023,0.134534,0.001351,0.000535,0.119281,0.057778,0.020727,0.000415,0.417195,0.000233,0.004761,0.081945,0.020071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cuda,AllenaiLongformerBase,4,6.714452,5.779544,5.193214,3.494261,0.296174,0.127042,0.434584,0.702797,0.199855,0.003880,0.116148,1.076633,0.115710,0.114051,0.017826,0.000088,0.002660,0.000076,0.077927,0.003070,0.001278,0.036699,0.010384,0.010116,0.005006,0.016209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cuda,AllenaiLongformerBase,4,7.064201,6.088200,5.494225,3.711280,0.303016,0.134931,0.462706,0.725729,0.214806,0.004748,0.117737,1.099523,0.118550,0.116715,0.018143,0.000098,0.002770,0.000078,0.080552,0.002834,0.001203,0.038599,0.010993,0.010618,0.019046,0.010324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cuda,BartForCausalLM,4,2.113716,2.004116,1.058613,0.452996,0.061472,0.089559,0.251613,0.022007,0.893450,0.116788,0.115169,0.006874,0.000027,0.000761,0.000020,0.054270,0.000663,0.000257,0.048449,0.033152,0.021672,0.000452,0.103423,0.000254,0.035204,0.020235,0.005012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cuda,OPTForCausalLM,2,8.601635,8.483995,1.091927,0.476146,0.074465,0.085829,0.241777,0.024132,7.338964,0.117013,0.115697,0.007709,0.000031,0.000842,0.000020,6.526704,0.589182,4.458759,0.377249,0.009387,0.018382,0.193819,0.002060,4.080650,4.072456,0.612296,0.590944,0.002233,0.000164,0.000031,0.000881,0.000017,0.000009,0.035967,0.200634,0.001501,0.002215,0.065453,0.000076,0.001357,0.000036,0.000026,0.636474,1.834685,1.834642,1.670654,0.520568,0.212908,1.138850,0.053216,0.162664,0.147588,0.002507,0.109888,0.000158,0.004986,0.102361,0.006994,0,0,0,0,0,0,0
cuda,BartForCausalLM,4,2.066745,1.958515,1.048880,0.448451,0.061408,0.093511,0.255206,0.021927,0.856668,0.115704,0.114000,0.006872,0.000027,0.000781,0.000020,0.053744,0.000609,0.000244,0.048431,0.033290,0.020652,0.000359,0.100745,0.000458,0.005257,0.020161,0.004917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cuda,BertForMaskedLM,16,2.231703,2.101310,1.122127,0.440444,0.056418,0.092010,0.284375,0.019376,0.924582,0.118821,0.117183,0.006850,0.000033,0.000729,0.000022,0.052178,0.000799,0.000333,0.019670,0.003241,0.000442,0.123493,0.000524,0.004996,0.005245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cuda,BertForMaskedLM,16,2.196722,2.064496,1.111258,0.439565,0.055464,0.090248,0.280797,0.018141,0.900118,0.116724,0.115290,0.006551,0.000029,0.000715,0.000020,0.047592,0.000722,0.000290,0.020226,0.004546,0.000448,0.123829,0.001093,0.005379,0.005073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cuda,PLBartForCausalLM,8,5.664237,5.590238,0.677597,0.301722,0.033662,0.059488,0.162284,0.012585,4.880230,0.114706,0.113300,0.005413,0.000031,0.000465,0.000022,4.267585,0.354903,2.846042,0.431498,0.006639,0.011154,0.265189,0.001187,2.413949,2.408599,0.244576,0.250590,0.001424,0.000116,0.000041,0.001909,0.000020,0.000010,0.025535,0.078214,0.000847,0.001334,0.020876,0.000077,0.000825,0.000035,0.000026,0.353484,1.331485,1.331436,0.758645,0.209441,0.060750,0.542804,0.025844,0.571820,0.562047,0.003905,0.002042,0.069803,0.000439,0.035327,0.096872,0.003293,0,0,0,0,0,0
cuda,AlbertForMaskedLM,4,1.645462,1.591699,0.930200,0.481568,0.039861,0.036631,0.096879,0.014391,0.633610,0.115808,0.114474,0.006585,0.000030,0.000684,0.000020,0.059554,0.000883,0.000305,0.051847,0.040922,0.025221,0.000428,0.047390,0.000965,0.005164,0.091880,0.005275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cuda,PegasusForCausalLM,32,8.710395,8.599904,1.061116,0.455567,0.065557,0.089289,0.251133,0.022087,7.485109,0.116858,0.115258,0.006843,0.000030,0.000780,0.000023,6.670033,0.585777,4.332011,0.849429,0.013198,0.020272,0.299011,0.002056,3.481628,3.471882,0.414615,0.455111,0.002547,0.000188,0.000035,0.003636,0.000020,0.000009,0.031907,0.152386,0.001607,0.002434,0.035901,0.000082,0.001470,0.000036,0.000027,0.632772,1.556632,1.556583,1.338968,0.421382,0.167380,0.907211,0.051000,0.216034,0.201605,0.003863,0.002635,0.104296,0.000070,0.009925,0.094585,0.005108,0,0,0,0,0,0
cuda,BlenderbotForCausalLM,4,4.201416,4.013652,2.408386,0.921164,0.142037,0.168162,0.503068,0.056420,1.488491,0.148959,0.147188,0.011633,0.000034,0.001779,0.000030,0.087620,0.000948,0.000401,0.077257,0.041781,0.026333,0.000485,0.173889,0.000516,0.117851,0.064929,0.012426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cuda,BlenderbotForCausalLM,4,3.593098,3.410285,2.106611,0.746539,0.116307,0.155757,0.429784,0.041851,1.209182,0.115749,0.114224,0.011976,0.000036,0.001448,0.000021,0.093785,0.000753,0.000279,0.085001,0.058025,0.024829,0.000384,0.169494,0.000445,0.009032,0.098345,0.009637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cuda,AlbertForMaskedLM,4,8.052620,8.002464,0.911800,0.444191,0.041858,0.041119,0.106017,0.015186,7.062136,0.119059,0.117631,0.006876,0.000029,0.000676,0.000020,6.514826,0.432461,4.498988,0.414440,0.007920,0.030903,0.217985,0.002120,4.083849,4.077183,0.324505,0.812717,0.002470,0.000181,0.000035,0.001467,0.000017,0.000010,0.029962,0.510853,0.001403,0.001941,0.036719,0.000097,0.001440,0.000044,0.000025,0.767111,2.003566,2.003511,1.432189,0.560025,0.306559,0.866790,0.042474,0.570337,0.559608,0.007055,0.003576,0.045005,0.000378,0.017701,0.391150,0.019594,0,0,0,0,0,0
cuda,DebertaV2ForMaskedLM,2,4.199085,3.978830,2.610560,1.340113,0.167517,0.157652,0.473428,0.056732,1.246814,0.113832,0.112395,0.015781,0.000041,0.002119,0.000025,0.086386,0.000894,0.000346,0.077852,0.042590,0.026197,0.000363,0.199476,0.000296,0.005421,0.063120,0.010300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cuda,RobertaForCausalLM,16,8.798365,8.661715,1.184843,0.481873,0.057802,0.094093,0.293040,0.018613,7.421141,0.121346,0.119759,0.006995,0.000041,0.000730,0.000022,6.572299,0.578599,4.334358,0.948887,0.009254,0.030263,0.373070,0.002235,3.384555,3.374875,0.390825,0.472013,0.003077,0.000178,0.000034,0.001228,0.000017,0.000010,0.034407,0.159450,0.001830,0.002647,0.039590,0.000088,0.001704,0.000037,0.000026,0.639640,1.445638,1.445593,1.282579,0.388633,0.120008,0.883528,0.049138,0.161657,0.144922,0.002698,0.127494,0.000421,0.007337,0.150157,0.005331,0,0,0,0,0,0,0
cuda,DebertaV2ForMaskedLM,2,4.191746,3.981026,2.619053,1.343528,0.168243,0.158504,0.477178,0.055770,1.242765,0.113289,0.111726,0.014993,0.000032,0.002074,0.000022,0.084313,0.000780,0.000303,0.076059,0.041574,0.025151,0.000445,0.193396,0.000231,0.005182,0.064167,0.019974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cuda,DistilBertForMaskedLM,128,1.500959,1.430077,0.662591,0.296238,0.026617,0.059595,0.162604,0.010209,0.737129,0.123397,0.121862,0.005110,0.000029,0.000417,0.000020,0.047557,0.000722,0.000275,0.042491,0.031932,0.020428,0.000318,0.067029,0.000449,0.004377,0.026106,0.003029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cuda,DistilBertForMaskedLM,128,1.520711,1.446440,0.671024,0.295651,0.026654,0.062099,0.168998,0.010274,0.744128,0.120741,0.119274,0.005763,0.000030,0.000403,0.000029,0.050706,0.000715,0.000279,0.045468,0.034417,0.022093,0.000392,0.070060,0.000490,0.005032,0.026348,0.003408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cuda,DistilBertForMaskedLM,128,1.517203,1.442811,0.671868,0.298748,0.027050,0.061033,0.166908,0.010301,0.739855,0.119043,0.117602,0.005203,0.000028,0.000403,0.000020,0.049113,0.000724,0.000278,0.043958,0.033091,0.020005,0.000453,0.070151,0.000498,0.004731,0.026192,0.003531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cuda,DistillGPT2,16,3.771408,2.086143,2.841031,1.048809,0.152398,0.114318,0.394323,1.533800,0.127921,0.003136,0.019399,0.716388,0.119151,0.117722,0.006828,0.000060,0.000681,0.000039,0.053665,0.001046,0.000424,0.046095,0.035029,0.021080,0.000578,0.004704,0.021479,0.003625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cuda,T5ForConditionalGeneration,4,15.101719,14.955383,1.869292,0.962445,0.099708,0.075164,0.271255,0.030289,13.021436,0.117266,0.115706,0.010599,0.000037,0.001343,0.000021,12.287843,1.652838,7.466988,1.665205,0.026723,0.033998,0.954305,0.001407,5.800561,5.787511,0.671250,0.314699,0.005693,0.000288,0.000040,0.008080,0.000021,0.000011,0.170436,0.002858,0.002671,0.003897,0.048931,0.000092,0.002478,0.000038,0.000026,0.875748,3.535142,3.535096,3.035176,0.783572,0.369483,2.239757,0.079239,0.498543,0.480698,0.009403,0.005421,0.136255,0.000357,0.040652,0.232783,0.014665,0,0,0,0,0,0
cuda,DistillGPT2,16,3.760224,2.093055,2.857380,1.058241,0.152818,0.112087,0.388904,1.527591,0.121032,0.002391,0.018724,0.705439,0.116997,0.115626,0.006778,0.000045,0.000680,0.000039,0.048556,0.000928,0.000364,0.042173,0.032002,0.019987,0.000546,0.009613,0.021183,0.004891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cuda,ElectraForCausalLM,32,2.547424,2.409656,1.451985,0.683328,0.072647,0.100682,0.313026,0.022439,0.898700,0.116283,0.114697,0.006936,0.000029,0.000834,0.000020,0.051388,0.000898,0.000364,0.019102,0.003272,0.000494,0.128621,0.000095,0.007328,0.005381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cuda,DistilBertForMaskedLM,128,5.225130,5.153703,0.650367,0.271356,0.026825,0.064202,0.171880,0.011385,4.471567,0.115010,0.113462,0.005420,0.000029,0.000451,0.000020,3.847174,0.217285,2.652844,0.362349,0.004060,0.030575,0.173227,0.001278,2.289881,2.285023,0.188544,0.255615,0.001717,0.000109,0.000034,0.000699,0.000017,0.000010,0.024954,0.084293,0.001088,0.001737,0.019957,0.000086,0.000970,0.000035,0.000027,0.413904,1.190245,1.190203,0.784222,0.210138,0.054961,0.566385,0.029155,0.405048,0.392723,0.004325,0.002546,0.067029,0.000585,0.005247,0.190862,0.016667,0,0,0,0,0,0
cuda,T5Small,4,3.415441,3.265669,1.869738,0.964710,0.099905,0.075252,0.271494,0.033181,1.326297,0.122137,0.120558,0.010882,0.000033,0.001370,0.000022,0.558290,0.001505,0.000568,0.219380,0.012946,0.186533,0.003679,0.000395,0.137217,0.000685,0.135035,0.137095,0.169762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cuda,ElectraForCausalLM,32,2.585903,2.449117,1.470230,0.692939,0.072990,0.100675,0.316884,0.023071,0.918822,0.117108,0.115610,0.007273,0.000038,0.000852,0.000021,0.050624,0.000837,0.000335,0.020402,0.003868,0.000486,0.127908,0.000080,0.004906,0.004907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cuda,GPT2ForSequenceClassification,4,4.417907,4.180435,2.713791,1.090510,0.194743,0.120515,0.410892,0.069257,1.338215,0.118851,0.117188,0.013155,0.000055,0.002044,0.000043,0.076245,0.001486,0.000580,0.064619,0.040713,0.021365,0.006107,0.218358,0.000935,0.005523,0.039244,0.004180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cuda,GPT2ForSequenceClassification,4,4.431171,4.189236,2.708644,1.083047,0.192291,0.121454,0.415587,0.070365,1.349569,0.116558,0.114828,0.013421,0.000053,0.002002,0.000042,0.077649,0.001442,0.000576,0.065637,0.041332,0.022866,0.005641,0.220087,0.001345,0.005456,0.062007,0.005609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cuda,GoogleFnet,16,1.626779,1.526996,0.745581,0.300034,0.035188,0.062102,0.189620,0.011414,0.744794,0.116909,0.115621,0.005532,0.000033,0.000500,0.000019,0.044612,0.000961,0.000410,0.015824,0.003974,0.000404,0.093822,0.000150,0.006827,0.098473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cuda,TrOCRForCausalLM,32,10.696627,10.588764,1.265665,0.605540,0.077937,0.089242,0.245363,0.027309,9.264153,0.114439,0.113082,0.007161,0.000029,0.000901,0.000020,8.491193,0.767856,5.464756,0.793337,0.015629,0.025993,0.589718,0.001957,4.670415,4.660625,0.399262,0.839720,0.002720,0.000188,0.000034,0.004622,0.000020,0.000010,0.033693,0.290422,0.001682,0.002485,0.059139,0.000089,0.001512,0.000034,0.000026,0.654295,2.360691,2.360643,2.140001,0.407219,0.112795,1.721361,0.055470,0.219301,0.195268,0.003821,0.002730,0.097333,0.000057,0.006706,0.179110,0.005548,0,0,0,0,0,0
cuda,GoogleFnet,16,1.651382,1.553454,0.766577,0.305160,0.034496,0.065100,0.199931,0.012040,0.749093,0.118651,0.117092,0.007345,0.000033,0.000543,0.000021,0.045136,0.000902,0.000385,0.016965,0.003801,0.000472,0.092040,0.000209,0.006704,0.004083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cuda,BertForMaskedLM,16,2.177311,2.042234,1.094316,0.428073,0.055332,0.088595,0.276218,0.018065,0.894490,0.116495,0.115076,0.006156,0.000027,0.000703,0.000020,0.047596,0.000701,0.000283,0.018129,0.003249,0.000430,0.126172,0.001284,0.005689,0.005294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cuda,LayoutLMForMaskedLM,16,2.521704,2.377720,1.396911,0.686181,0.077005,0.092434,0.280440,0.023530,0.921332,0.118294,0.117031,0.007554,0.000030,0.000889,0.000021,0.051263,0.001114,0.000466,0.021820,0.003996,0.000383,0.134034,0.000678,0.005250,0.005647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cuda,LayoutLMForMaskedLM,16,2.534700,2.397709,1.412342,0.689610,0.076054,0.096624,0.289463,0.024079,0.925738,0.117698,0.116283,0.007510,0.000027,0.000921,0.000021,0.053176,0.001146,0.000452,0.024474,0.004321,0.000463,0.129471,0.000457,0.004777,0.009968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cuda,BertForMaskedLM,16,7.759763,7.634230,1.050702,0.388151,0.053664,0.089573,0.276501,0.019249,6.531299,0.113490,0.112246,0.006284,0.000032,0.000709,0.000021,5.747404,0.389156,3.932841,0.780932,0.274284,0.033686,0.314164,0.002100,3.151046,3.142282,0.333062,0.456901,0.002475,0.000197,0.000036,0.000854,0.000018,0.000010,0.033521,0.160807,0.001548,0.002453,0.036797,0.000076,0.001434,0.000069,0.000028,0.742199,1.198967,1.198926,1.173639,0.346764,0.095666,0.816588,0.048414,0.023850,0.007880,0.002173,0.118997,0.000114,0.007308,0.085972,0.005069,0,0,0,0,0,0,0
cuda,M2M100ForConditionalGeneration,16,4.419687,4.198084,2.632045,0.956147,0.162898,0.492464,0.831813,0.053047,1.446977,0.117176,0.115724,0.013754,0.000037,0.001940,0.000024,0.069120,0.000679,0.000276,0.038403,0.003178,0.000444,0.208504,0.000246,0.137238,0.017983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
